4084 -4940 -3082
3274 -4766 -2989
5063 -1466 -917
4768 -1718 -1082
7670 -1438 -922
5022 -3400 -2190
5060 -636 -435
771 -2635 -1702
1938 -4080 -2670
-44 -5271 -3447
2474 -2181 -1460
2239 -4162 -2787
277 -4332 -2888
-145 -3996 -2672
4749 -4677 -3232
-653 -6053 -4073
1586 -3571 -2463
-139 -3987 -2719
3442 -1142 -886
216 -5155 -3598
4884 -514 -527
2793 -3523 -2580
2823 -4250 -3120
-932 -4802 -3380
5437 -1264 -1132
2841 -4312 -3233
-919 -4924 -3523
313 -3092 -2265
3689 -1208 -1060
1259 -3142 -2361
4066 -4355 -3410
4350 792 346
5809 -1418 -1383
1712 -3803 -2944
5682 -1883 -1761
4111 -1030 -1043
4203 -1110 -1118
613 -3300 -2584
4852 -1254 -1323
1820 -2792 -2317
4138 -4278 -3689
-177 -3473 -2730
5957 -1144 -1389
3057 -665 -786
3467 -4246 -3732
2122 -3829 -3296
2960 -608 -766
2711 -4100 -3643
5202 -1370 -1659
3578 -778 -1028
5425 -1170 -1577
5598 -671 -1202
4521 -1225 -1579
4783 -971 -1413
5437 1431 589
5681 -1227 -1786
2615 -3993 -3886
1029 -4826 -4468
5632 -1041 -1705
-56 -2951 -2699
713 -2881 -2778
4805 -2577 -3126
4639 -985 -1631
3523 -4454 -4785
3898 -3326 -3799
1755 -2588 -2762
4613 -428 -1206
1785 -2521 -2788
1581 -2264 -2522
4317 1069 276
4930 -1196 -2115
2424 -3024 -3525
1477 -2446 -2802
2406 -2936 -3514
3651 -998 -1784
5337 -1105 -2268
-3122 -3260 -2781
3251 -2529 -3420
-3613 -2359 -1744
5219 -569 -1819
1990 -2254 -2962
4983 -2118 -3561
2063 -2775 -3610
4515 1135 168
4912 -2034 -3533
3941 -1722 -2961
5771 -2013 -3789
4261 -1524 -2892
551 -2539 -3118
-1589 -4513 -4898
-99 -3538 -4194
5468 -823 -2576
-191 -2199 -2631
-1358 -2325 -2466
4593 -2895 -5061
3817 -3293 -5401
2224 -2290 -3671
1608 -3305 -4852
5577 -1109 -3414
-3324 -3016 -2878
4369 -894 -2792
3689 -2120 -4252
-1633 -3034 -3572
-3229 -3355 -3438
79 -2257 -3175
-2777 -2830 -2910
-127 -2407 -3350
1647 -1938 -3393
2593 -2255 -4290
3014 -746 -2319
209 -2617 -3911
2870 -1280 -3084
-2086 -3560 -4380
1449 -1693 -3132
2248 -1733 -3577
4277 1368 190
1652 -1906 -3626
3179 -1169 -3197
1498 -1958 -3692
2241 -1866 -3943
1470 -2085 -3973
1734 -1681 -3514
4033 915 -483
4513 1297 -106
-2792 -2732 -3061
1662 -1823 -3814
4696 1097 -576
3709 -966 -3212
-3123 -3137 -3616
3266 -699 -2876
4778 252 -2078
1698 -1640 -3679
1755 -1678 -3806
1153 -1977 -4035
-482 -2853 -4708
2903 -282 -2123
-853 -1701 -2525
1640 -1214 -3107
1791 -1326 -3408
5337 -147 -3515
955 -1524 -3316
892 -1438 -3133
-4181 -2890 -2790
1429 -1391 -3437
379 -2012 -3965
2036 -1494 -4040
-2753 -2456 -2907
-2738 -2443 -2913
889 -1182 -2830
500 -1347 -2925
1275 -1538 -3869
4765 1534 -163
-3677 -2341 -2177
3331 -741 -3853
2137 -1034 -3638
-2448 -2203 -2848
3862 1219 -295
3753 -863 -6287
3471 -689 -4254
-2794 -2460 -3281
4550 1626 -20
4836 1717 -53
5611 790 -2907
5099 -466 -5093
4387 1348 -672
-3731 -1986 -1496
-3011 -1963 -2140
-1739 -1912 -3293
-1858 -1966 -3376
2992 -379 -4186
-3491 -3152 -5161
2825 -98 -3535
3736 1368 -305
4101 1400 -698
2906 871 -915
2727 4 -3590
2994 812 -1319
-1972 -1537 -2511
-1361 -2651 -7391
760 -1664 -7184
662 -1760 -7711
4235 1535 -906
-2962 -1844 -2492
5107 2396 962
-2115 -1651 -3441
61 -1324 -6425
-1650 -1475 -3723
5058 1510 -3611
3821 1577 -536
3803 1551 -688
5278 2241 -485
-491 -1154 -5659
6065 2075 -3881
-895 -1382 -6305
4168 1174 -4543
-1374 -1516 -6205
3991 1898 628
3983 1715 -715
5537 1954 -4653
-825 -1155 -6485
5175 2400 22
5279 1975 -4535
-1719 -1445 -6460
-1777 -1396 -6119
-3245 -2125 -6877
-3675 -1890 -1965
-1005 -991 -7426
4972 2224 -2421
2498 854 -6262
-2816 -1462 -2159
-2451 -1458 -7028
-4891 -2525 -3865
3435 1553 -3385
5515 2616 -2520
3087 1432 -3374
2777 1268 -4221
3437 1626 -3287
5101 2437 -4318
5081 2507 14
4956 2419 -2831
2688 1302 -3227
4042 2011 776
4845 2414 -3554
4679 2347 -3478
2209 1142 -6168
5068 2576 -3008
4795 2451 -3126
989 535 -1945
4898 2563 -3713
2299 1294 -4073
5029 2646 -2492
3688 2129 -6401
3098 1736 -3551
-4962 -2365 -3803
3311 1697 76
3168 1924 -5251
3493 1817 -186
1853 1321 -5392
4948 2870 -4453
3170 1709 -795
4694 2843 -5110
4740 2865 -4820
6540 3636 -2467
4385 2827 -5993
6318 3557 -2500
4766 2953 -4556
3906 2141 -744
3689 2010 -522
1711 1448 -4958
4531 2646 -2092
4777 2821 -2331
4691 3118 -4990
-2515 -452 -7182
2035 1597 -3865
-2022 -815 -2063
2521 1721 -2595
2748 2088 -4140
3341 2395 -3935
2684 2089 -4119
-2469 -1022 -2077
2172 1842 -4054
4559 2909 -2489
1870 1783 -4290
3043 2201 -3103
2879 2799 -6919
2464 1799 -2376
-4486 -1747 -4020
-2358 -940 -1965
5442 3234 -994
